"incorrect: “法院判断了”";"fǎyuàn pànduàn le";"incorrect: “法院判断了”";"correct: “法院判了”";"fǎyuàn pàn le";"Explanation";"The verb 判断 (pànduàn) means 'to judge' or 'to determine,' but in the context of a court's official ruling or sentence, the verb 判 (pàn) is more specific and standard. '法院判了' is the idiomatic way to say 'the court has ruled/sentenced.'";"origin";"Min"
"incorrect: “越多说话”";"yuè duō shuōhuà";"incorrect: “越多说话”";"correct: “说话越多”";"shuōhuà yuè duō";"Explanation";"The structure 'the more..., the more...' is '越 + A, 越 + B'. In this case, 'the more one speaks' is '[subject] + 说话越多' or simply '说话越多'.";"origin";"Min"
"incorrect: “过了四个年”";"guòle sì gè nián";"incorrect: “过了四个年”";"correct: “过了四年”";"guòle sì nián";"Explanation";"The word 年 (nián) 'year' does not take the measure word 个 (gè).";"origin";"Min"
"incorrect: “40人”";"sìshí rén";"incorrect: “40人”";"correct: “40个人”";"sìshí gè rén";"Explanation";"When a number is followed by the noun 人 (rén), you must include the measure word 个 (gè).";"origin";"Min"
"incorrect: “打了电子邮件”";"dǎle diànzǐ yóujiàn";"incorrect: “打了电子邮件”";"correct: “发了电子邮件”";"fāle diànzǐ yóujiàn";"Explanation";"The correct verb for 'to send' an email is 发 (fā), not 打 (dǎ). 打 is used for things like making a phone call (打电话).";"origin";"Min"
"incorrect: “晚点9点”";"wǎndiǎn 9 diǎn";"incorrect: “晚点9点”";"correct: “晚上9点”";"wǎnshàng 9 diǎn";"Explanation";"晚点 (wǎndiǎn) means 'late' or 'delayed.' To say '9 PM,' you must use 晚上 (wǎnshàng), which means 'evening' or 'night.'";"origin";"Min"
"incorrect: “小距离”";"xiǎo jùlí";"incorrect: “小距离”";"correct: “短距离”";"duǎn jùlí";"Explanation";"For distance, the correct adjective for 'short' is 短 (duǎn), not 小 (xiǎo). 小 refers to size or scale.";"origin";"Min"
"incorrect: “来家”";"lái jiā";"incorrect: “来家”";"correct: “回家”";"huí jiā";"Explanation";"The verb for 'to go home' or 'to return home' is 回家 (huí jiā). 来 (lái) means 'to come,' but the standard collocation is with 回.";"origin";"Min"
"incorrect: “不看得到”";"bù kàn dédào";"incorrect: “不看得到”";"correct: “看不到”";"kàn bùdào";"Explanation";"This is an error in negating potential complements. The correct negative form of 看得到 (kàn dédào, can see) is 看不到 (kàn bùdào, cannot see).";"origin";"Min"
"incorrect: “都想孩子”";"dōu xiǎng háizi";"incorrect: “都想孩子”";"correct: “都想要孩子”";"dōu xiǎng yào háizi";"Explanation";"想 (xiǎng) can mean 'to miss' someone. To express 'to want,' the phrase is 想要 (xiǎng yào). 'They all want children' is 他们都想要孩子.";"origin";"Min"
"incorrect: “2个分钟”";"2 gè fēnzhōng";"incorrect: “2个分钟”";"correct: “2分钟 / 两分钟”";"2 fēnzhōng / liǎng fēnzhōng";"Explanation";"The word 分钟 (fēnzhōng) 'minute' does not take the measure word 个 (gè). Also, when the number is '2', 两 (liǎng) is typically used instead of 二 (èr).";"origin";"Min"
"incorrect: “试图了一个月”";"shìtúle yīgè yuè";"incorrect: “试图了一个月”";"correct: “尝试了一个月”";"chángshìle yīgè yuè";"Explanation";"试图 (shìtú) means 'to attempt' and often implies a difficult task or one that might fail. For trying something out, like a new habit, 尝试 (chángshì) 'to try' is more suitable.";"origin";"Min"
"incorrect: “一些星期”";"yīxiē xīngqí";"incorrect: “一些星期”";"correct: “几个星期”";"jǐ gè xīngqí";"Explanation";"For countable, smaller numbers of time units like weeks, 几 (jǐ) is used instead of 一些 (yīxiē). 'A few weeks' is 几个星期.";"origin";"Min"
"incorrect: “女的朋友”";"nǚ de péngyǒu";"incorrect: “女的朋友”";"correct: “女性朋友”";"nǚxìng péngyǒu";"Explanation";"While understandable, the more natural and common way to say 'female friend' is 女性朋友 (nǚxìng péngyǒu) or just 女朋友 (nǚpéngyǒu), though the latter usually means 'girlfriend.' To be clear, 女性朋友 is best.";"origin";"Min"
"incorrect: “基督教人”";"jīdūjiào rén";"incorrect: “基督教人”";"correct: “基督徒”";"jīdūtú";"Explanation";"The specific noun for 'a Christian' is 基督徒 (jīdūtú), not '基督教人'.";"origin";"Min"
"incorrect: “开车撞”";"kāichē zhuàng";"incorrect: “开车撞”";"correct: “撞车 / 车祸”";"zhuàngchē / chēhuò";"Explanation";"This is a vocabulary error. A 'car crash' is a noun, either 撞车 (zhuàngchē, lit. 'crash car') or the more formal 车祸 (chēhuò, 'car accident').";"origin";"Min"
"incorrect: “少忙一点儿”";"shǎo máng yīdiǎn er";"incorrect: “少忙一点儿”";"correct: “没那么忙”";"méi nàme máng";"Explanation";"To say 'less busy' or 'not as busy,' the common structure is 没那么忙 (méi nàme máng).";"origin";"Min"
"incorrect: “跑了12公里步”";"pǎole 12 gōnglǐ bù";"incorrect: “跑了12公里步”";"correct: “跑了12公里”";"pǎole 12 gōnglǐ";"Explanation";"Redundancy. The verb 跑 (pǎo) already means 'to run'. You just need to state the distance: 跑了12公里.";"origin";"Min"
"incorrect: “做网球”";"zuò wǎngqiú";"incorrect: “做网球”";"correct: “打网球”";"dǎ wǎngqiú";"Explanation";"The correct verb for playing sports involving hands or a racket, like tennis, is 打 (dǎ).";"origin";"Min"
"incorrect: “不睡得好”";"bù shuì dé hǎo";"incorrect: “不睡得好”";"correct: “睡得不好”";"shuì dé bù hǎo";"Explanation";"For negating complements of degree, the negation 不 (bù) comes after 得 (dé), not before the verb. The correct form is 'Verb + 得 + 不 + Adjective'.";"origin";"Min"
"incorrect: “上个晚”";"shàng gè wǎn";"incorrect: “上个晚”";"correct: “昨天晚上”";"zuótiān wǎnshàng";"Explanation";"The correct expression for 'last night' is 昨天晚上 (zuótiān wǎnshàng).";"origin";"Min"
"incorrect: “一个夜后”";"yīgè yè hòu";"incorrect: “一个夜后”";"correct: “一晚后 / 第二天”";"yī wǎn hòu / dì èr tiān";"Explanation";"To say 'after one night,' you can say 一晚后 (yī wǎn hòu). Or, more commonly, you would just say 第二天 (dì èr tiān), 'the next day.'";"origin";"Min"
"incorrect: “睡觉问题”";"shuìjiào wèntí";"incorrect: “睡觉问题”";"correct: “睡眠问题”";"shuìmián wèntí";"Explanation";"睡觉 (shuìjiào) is the verb 'to sleep.' The noun for 'sleep' as a concept or quality is 睡眠 (shuìmián). Therefore, 'sleep problem' is 睡眠问题.";"origin";"Min"
"incorrect: “改进”";"gǎijìn";"incorrect: “改进”";"correct: “改善”";"gǎishàn";"Explanation";"改进 (gǎijìn) means 'to improve' something specific, like a method or technology. For improving a situation or condition (like sleep quality), 改善 (gǎishàn) is the more appropriate word.";"origin";"Min"
"incorrect: “矮的湿度”";"ǎi de shīdù";"incorrect: “矮的湿度”";"correct: “低的湿度”";"dī de shīdù";"Explanation";"The adjective for 'low' in terms of level, degree, or status is 低 (dī). 矮 (ǎi) is used for 'short' in height.";"origin";"Min"
"incorrect: “开会”";"kāihuì";"incorrect: “开会”";"correct: “会议”";"huìyì";"Explanation";"开会 (kāihuì) is the verb 'to have a meeting.' The noun for 'meeting' is 会议 (huìyì). You likely used the verb where the noun was required, e.g., '我有一个开会' should be '我有一个会议'.";"origin";"Min"
"incorrect: “提高工资”";"tígāo gōngzī";"incorrect: “提高工资”";"correct: “涨工资”";"zhǎng gōngzī";"Explanation";"While 提高工资 is grammatically correct, the common, idiomatic way to say 'to get a pay raise' is 涨工资 (zhǎng gōngzī).";"origin";"Min"
"incorrect: “1个分钟来晚了”";"1 gè fēnzhōng lái wǎnle";"incorrect: “1个分钟来晚了”";"correct: “来晚了1分钟”";"lái wǎnle 1 fēnzhōng";"Explanation";"Word order error. The duration of time should come after the verb phrase. 'I was late by 1 minute' is 我来晚了一分钟.";"origin";"Min"
"incorrect: “我神经的害只能等待”";"wǒ shénjīng de hài zhǐ néng děngdài";"incorrect: “我神经的害只能等待”";"correct: “我的神经损伤只能等待恢复”";"wǒ de shénjīng sǔnshāng zhǐ néng děngdài huīfù";"Explanation";"The original sentence is unclear. A possible correction is '我的神经损伤只能等待恢复' (wǒ de shénjīng sǔnshāng zhǐ néng děngdài huīfù), meaning 'My nerve damage can only wait to recover.' The word for 'damage' or 'injury' here is 损伤 (sǔnshāng).";"origin";"Min"
"incorrect: “万万的树”";"wàn wàn de shù";"incorrect: “万万的树”";"correct: “一亿棵树”";"yī yì kē shù";"Explanation";"万万 (wànwàn) is not a standard number; it means 'absolutely' in negations (e.g., 万万不可). Ten thousand times ten thousand is 一亿 (yī yì), 'one hundred million.'";"origin";"Min"
"incorrect: “80%人”";"80% rén";"incorrect: “80%人”";"correct: “80%的人”";"80% de rén";"Explanation";"When a percentage modifies a noun, you need the particle 的 (de) in between.";"origin";"Min"
"incorrect: “中国的道”";"zhōngguó de dào";"incorrect: “中国的道”";"correct: “中国的道路”";"zhōngguó de dàolù";"Explanation";"道 (dào) can mean 'road' but is often more abstract ('the way'). The standard, unambiguous word for a physical 'road' or 'street' is 道路 (dàolù).";"origin";"Min"
"incorrect: “穿这件围巾”";"chuān zhè jiàn wéijīn";"incorrect: “穿这件围巾”";"correct: “戴这条围巾”";"dài zhè tiáo wéijīn";"Explanation";"The verb for wearing accessories like scarves, hats, glasses, and gloves is 戴 (dài). 穿 (chuān) is for clothing like shirts and pants. Also, the measure word for a scarf is 条 (tiáo).";"origin";"Min"
"incorrect: “太光了”";"tài guāngle";"incorrect: “太光了”";"correct: “太亮了”";"tài liàngle";"Explanation";"光 (guāng) means 'light' (noun). The adjective for 'bright' is 亮 (liàng).";"origin";"Min"
"incorrect: “很强的颜色”";"hěn qiáng de yánsè";"incorrect: “很强的颜色”";"correct: “很亮的颜色 / 很鲜艳的颜色”";"hěn liàng de yánsè / hěn xiānyàn de yánsè";"Explanation";"强 (qiáng) means 'strong' in terms of power or force. For colors, you would use 亮 (liàng) for 'bright' or 鲜艳 (xiānyàn) for 'vivid' or 'vibrant.'";"origin";"Min"
"incorrect: “做了一节课”";"zuòle yī jié kè";"incorrect: “做了一节课”";"correct: “上了一节课”";"shàngle yī jié kè";"Explanation";"The correct verb for 'taking' or 'attending' a class is 上 (shàng).";"origin";"Min"
"incorrect: “车破坏了”";"chē pòhuàile";"incorrect: “车破坏了”";"correct: “车坏了”";"chē huàile";"Explanation";"破坏 (pòhuài) is a transitive verb meaning 'to destroy' or 'to damage' something intentionally. For something simply breaking down or being broken, the adjective is 坏 (huài).";"origin";"Min"
"incorrect: “植葡萄”";"zhí pútáo";"incorrect: “植葡萄”";"correct: “种葡萄”";"zhòng pútáo";"Explanation";"植 (zhí) is a formal/scientific character for 'plant.' The common verb for 'to plant' or 'to grow' is 种 (zhòng).";"origin";"Min"
"incorrect: “土地人”";"tǔdì rén";"incorrect: “土地人”";"correct: “土著人”";"tǔzhùrén";"Explanation";"土地 (tǔdì) means 'land.' The correct term for 'indigenous people' or 'aborigines' is 土著人 (tǔzhùrén).";"origin";"Min"
"incorrect: “保持秘密”";"bǎochí mìmì";"incorrect: “保持秘密”";"correct: “保密”";"bǎomì";"Explanation";"The standard verb for 'to keep a secret' is 保密 (bǎomì).";"origin";"Min"
"incorrect: “坐在我上”";"zuò zài wǒ shàng";"incorrect: “坐在我上”";"correct: “坐在我身上”";"zuò zài wǒ shēnshang";"Explanation";"The phrase for 'on my body' or 'on me' is 在我身上 (zài wǒ shēnshang).";"origin";"Min"
"incorrect: “两个墙”";"liǎng gè qiáng";"incorrect: “两个墙”";"correct: “两堵墙 / 两面墙”";"liǎng dǔ qiáng / liǎng miàn qiáng";"Explanation";"Measure word error. The correct measure words for 'wall' (墙) are 堵 (dǔ) or 面 (miàn).";"origin";"Min"
"incorrect: “在夜晚上”";"zài yèwǎn shàng";"incorrect: “在夜晚上”";"correct: “在夜晚”";"zài yèwǎn";"Explanation";"夜晚 (yèwǎn) means 'night' and already functions as a time location. It does not need 上 (shàng) after it. You can say '在夜晚' or '在晚上'.";"origin";"Min"
"incorrect: “每个两年一次”";"měi gè liǎng nián yī cì";"incorrect: “每个两年一次”";"correct: “每两年一次”";"měi liǎng nián yī cì";"Explanation";"The structure for 'once every [time period]' is '每 + [time period] + 一次'. The measure word 个 is not needed.";"origin";"Min"
"incorrect: “表现我的想法”";"biǎoxiàn wǒ de xiǎngfǎ";"incorrect: “表现我的想法”";"correct: “表达我的想法”";"biǎodá wǒ de xiǎngfǎ";"Explanation";"表现 (biǎoxiàn) means 'to perform' or 'to show' a quality. The verb for 'to express' thoughts or feelings is 表达 (biǎodá).";"origin";"Min"
"incorrect: “尝一尝”";"cháng yī cháng";"incorrect: “尝一尝”";"correct: “试一试”";"shì yī shì";"Explanation";"尝 (cháng) means 'to taste' and is used only for food. The general verb 'to try' or 'to have a go at' is 试 (shì).";"origin";"Min"
"incorrect: “印度来自”";"yìndù láizì";"incorrect: “印度来自”";"correct: “来自印度”";"láizì yìndù";"Explanation";"Word order error. The structure is 来自 (láizì) + Place, meaning 'from [place].'";"origin";"Min"
"incorrect: “受伤了一点儿”";"shòushāngle yīdiǎn er";"incorrect: “受伤了一点儿”";"correct: “受了点伤”";"shòule diǎn shāng";"Explanation";"受伤 (shòushāng) is a separable verb (verb-object). The more natural way to say 'was injured a little' is to separate it: 受了点伤 (shòule diǎn shāng).";"origin";"Min"
"incorrect: “我很病”";"wǒ hěn bìng";"incorrect: “我很病”";"correct: “我病得很重”";"wǒ bìng dé hěn zhòng";"Explanation";"病 (bìng) is a verb, 'to be sick.' It cannot be modified by 很 (hěn). To describe the severity, you must use a complement of degree: 'V + 得 + Adverb + Adj'. For example, 我病得很重 (wǒ bìng dé hěn zhòng), 'I am very sick.'";"origin";"Min"
"incorrect: “不排水得好”";"bù páishuǐ dé hǎo";"incorrect: “不排水得好”";"correct: “排水排得不好”";"páishuǐ pái dé bù hǎo";"Explanation";"For negating complements of degree, the structure is 'V (+ O) + V + 得 + 不 + Adj'. You must repeat the verb and place 不 after 得.";"origin";"Min"
"incorrect: “帮我们的助”";"bāng wǒmen de zhù";"incorrect: “帮我们的助”";"correct: “帮助我们”";"bāngzhù wǒmen";"Explanation";"帮助 (bāngzhù) is a verb that can mean 'to help.' It can also be a noun for 'help.' The simple way to say 'help us' is the verb phrase 帮助我们.";"origin";"Min"
"incorrect: “保存干净”";"bǎocún gānjìng";"incorrect: “保存干净”";"correct: “保持干净”";"bǎochí gānjìng";"Explanation";"保存 (bǎocún) means 'to preserve' or 'to save' (like a file). The verb for 'to maintain' or 'to keep' a state is 保持 (bǎochí).";"origin";"Min"
"incorrect: “对我的生活有助、有处”";"duì wǒ de shēnghuó yǒu zhù, yǒu chù";"incorrect: “对我的生活有助、有处”";"correct: “对我的生活有帮助、有好处”";"duì wǒ de shēnghuó yǒu bāngzhù, yǒu hǎochù";"Explanation";"The full nouns are needed here. 'To be helpful' is 有帮助 (yǒu bāngzhù). 'To have benefits' is 有好处 (yǒu hǎochù).";"origin";"Min"
"incorrect: “二百”";"èr bǎi";"incorrect: “二百”";"correct: “两百”";"liǎng bǎi";"Explanation";"When '2' comes before hundred (百), thousand (千), or ten thousand (万), 两 (liǎng) is used instead of 二 (èr).";"origin";"Min"
"incorrect: “二年”";"èr nián";"incorrect: “二年”";"correct: “两年”";"liǎng nián";"Explanation";"For a duration of 'two years,' 两 (liǎng) is always used instead of 二 (èr).";"origin";"Min"
"incorrect: “一个歌”";"yīgè gē";"incorrect: “一个歌”";"correct: “一首歌”";"yī shǒu gē";"Explanation";"Measure word error. The correct measure word for songs (歌) is 首 (shǒu).";"origin";"Min"
"incorrect: “一直都唱了歌”";"yīzhí dōu chàngle gē";"incorrect: “一直都唱了歌”";"correct: “一直都唱歌”";"yīzhí dōu chànggē";"Explanation";"The aspect particle 了 (le) is generally not used with adverbs that indicate a continuous or habitual action, like 一直 (yīzhí).";"origin";"Min"
